OBJECTID,2010 Census Block Group ID,Registrants,Total Damaged (any type),Registrants w/o Inspection,Damaged w/o Flooding,Basement Flooded up to 2 Feet,Basement Flooded 2 Feet or More,First Floor Flooded up to 1 Foot,First Floor Flooded 1 to 4 Feet,Living Space Flooded 4 Feet or More,Damaged Owners Single Family,Damaged Owners Multifamily,Damaged Owners Missing Building Type,Damaged Single Family,Damaged Multifamily,Damaged Renters Missing Building Type,Uninsured Owners with Damage,Insured Owners with Damage,Total Housing Units,Seasonal Housing Units,Percent Non-Seasonal Damaged,Shape__Area,Shape__Length
1398,360811032013,595,240,355,92,15,36,14,60,23,19,1,0,58,162,0,17,3,775,1,31,267083.40625,3073.0815272726
1399,360810938001,595,118,477,14,0,9,17,37,41,0,0,0,1,116,1,0,0,772,18,15.6,171115.75390625,1661.51758134983
1400,360810320001,41,10,31,5,3,2,0,0,0,8,0,0,2,0,0,3,5,498,3,2,467891.96875,3099.17024458294
1401,360810306002,25,12,13,6,6,0,0,0,0,8,1,0,3,0,0,7,2,352,0,3.4,259756.4609375,2512.72398991141
1402,360810440001,34,15,19,9,4,1,1,0,0,13,0,0,2,0,0,9,4,370,1,4.1,183413.69140625,1803.45454740107
1403,360594167013,248,167,81,6,38,51,38,32,2,105,1,0,54,7,0,18,88,277,6,61.6,215080.62890625,1951.07161200825
1404,360594111004,221,63,158,7,7,12,11,21,5,25,0,0,15,21,0,4,21,376,0,16.8,285816.57421875,2348.07279699963
1405,360594109002,199,152,47,7,64,25,9,41,6,147,0,0,5,0,0,43,104,561,4,27.3,913485.81640625,4701.1960924136
1406,360594112002,77,12,65,11,1,0,0,0,0,10,1,0,0,1,0,2,9,675,4,1.8,750087.4921875,3584.28254989126
1407,360594110001,149,90,59,4,5,27,28,22,4,33,2,0,19,36,0,18,17,251,0,35.9,1593249.109375,6408.55449080662
1408,360594112003,185,125,60,5,15,44,14,37,10,84,2,0,35,4,0,30,56,393,3,32.1,444778.578125,2758.64132548554
1409,360594162023,502,448,54,4,1,78,29,251,85,282,22,0,109,35,0,47,257,445,1,100,391154.06640625,2658.42087944298
1410,360594162022,578,467,111,1,2,82,23,210,149,221,10,0,158,77,0,39,192,476,5,99.2,447158.0859375,4224.11060685922
1411,360594111003,87,35,52,5,9,5,9,7,0,25,0,0,9,1,0,10,15,305,0,11.5,274466.25390625,2509.32206178269
1412,360594110003,149,82,67,4,14,25,5,28,6,37,0,0,44,0,0,13,24,311,1,26.5,515449.19921875,3183.28435636652
1413,360594109003,158,111,47,4,18,7,38,33,11,105,0,0,6,0,0,26,79,315,1,35.4,736583.06640625,4564.27019304322
1414,360594162011,475,435,40,4,19,27,63,278,44,391,0,0,42,2,0,77,314,495,8,89.3,868227.49609375,11930.3001816247
1415,360594115002,150,117,33,5,11,8,32,48,13,112,0,0,4,0,0,25,87,392,10,30.6,2822370.6171875,12045.8998976672
1416,360594123011,19,14,5,0,3,7,0,3,1,13,0,0,1,0,0,2,11,938,27,1.5,1249258.4296875,5365.44224788216
1417,360594163004,238,174,64,6,23,64,22,45,14,142,4,0,26,2,0,24,122,317,57,66.9,1608058.046875,6359.54064728996
1418,360594134004,483,403,80,3,10,39,104,219,28,358,1,0,44,0,0,123,236,449,3,90.4,2269843.90625,7550.36839652533
1419,360594110005,337,284,53,5,13,62,27,129,48,218,0,0,66,0,0,71,147,435,3,65.7,2928865.75390625,14496.5570920161
1420,360594113011,317,283,34,1,12,35,34,133,68,259,0,0,24,0,0,49,210,389,3,73.3,2657013.34765625,10115.2695838975
1421,360594112001,300,252,48,6,14,66,14,121,31,203,11,0,38,0,0,64,150,371,1,68.1,758544.88671875,3896.99773284803
1422,360594116003,177,124,53,6,22,15,22,55,4,121,0,0,3,0,0,39,82,409,9,31,1792112.57421875,9604.50878824705
1423,360594166001,269,192,77,1,53,100,9,18,11,91,16,3,54,28,0,28,82,272,7,72.5,281489.859375,2160.08536673249
1424,360594166003,271,142,129,5,41,47,14,23,12,84,0,0,35,22,0,19,65,313,4,46,285033.76953125,2388.46409764652
1425,360594165002,431,338,93,7,2,76,119,114,20,61,3,0,193,81,0,12,52,297,1,100,644418.828125,7855.99579447654
1426,360594062021,99,16,83,8,7,0,1,0,0,13,0,0,3,0,0,7,6,609,1,2.6,1039568.453125,4495.06064784742
1427,360594163002,202,143,59,12,43,28,26,25,9,124,3,0,16,0,0,24,103,314,13,47.5,1031435,5246.64182003929
1428,360594115001,54,37,17,5,7,1,11,11,2,34,0,0,3,0,0,12,22,318,10,12,2804935.96484375,13486.5760901099
1429,360594115003,58,44,14,6,4,5,11,14,4,44,0,0,0,0,0,13,31,336,16,13.8,1985628.47265625,8277.35844003422
1430,360594166002,543,290,253,8,20,114,35,56,57,34,73,0,14,169,0,53,54,683,38,45,385751.61328125,2870.81103425427
1431,360594166006,466,348,118,9,31,131,41,91,45,199,40,0,87,22,0,62,177,448,21,81.5,511185.8125,7463.90949865696
1432,360594163001,678,510,168,8,26,123,70,240,43,263,1,0,234,12,0,55,209,658,49,83.7,504227.55078125,2959.42642042786
1433,360594130022,317,271,46,2,18,68,34,120,29,237,0,0,34,0,0,68,169,339,1,80.2,494350.10546875,3143.37724204576
1434,360594167011,339,305,34,0,1,89,27,159,29,201,6,0,84,14,0,30,177,305,1,100,291980.40625,2216.00058662279
1435,360594133007,323,290,33,3,56,77,40,72,42,266,1,0,23,0,0,147,120,372,0,78,616271.8984375,3335.52726365112
1436,360594167015,451,315,136,6,35,92,54,113,15,171,4,0,125,13,0,38,137,404,3,78.6,395958.796875,2589.03032658017
1437,360594113025,310,265,45,8,9,24,69,112,43,247,0,0,17,0,0,84,163,445,5,60.2,904316.56640625,4417.06494385727
1438,360594167021,660,252,408,15,7,65,4,82,79,0,62,0,0,190,0,42,20,846,100,33.8,287543.6640625,3077.32980492284
1439,360594121005,113,52,61,5,17,17,6,6,1,40,0,0,9,3,0,17,23,742,1,7,953712.91015625,4824.78948962467
1440,360594122003,496,449,47,1,1,42,31,325,49,342,2,0,103,2,0,62,282,446,5,100,1559947.08203125,9506.93595261965
1441,360594162021,451,378,73,0,0,59,19,212,88,176,28,1,109,64,0,49,156,440,1,86.1,572329.3515625,5507.17558280824
1442,360594134003,646,610,36,3,17,49,124,288,129,551,0,0,59,0,0,134,417,622,9,99.5,1634261.94140625,8527.79958155959
1443,360810992001,762,307,455,31,14,94,36,83,49,73,3,0,158,72,1,27,49,1005,1,30.6,285034.96484375,2751.65865184613
1444,360810884008,316,243,73,1,10,177,7,29,19,180,0,0,62,0,0,143,37,362,15,70,270079.90625,2234.84333648976
1445,360810884004,350,315,35,1,2,150,23,68,71,239,0,1,75,0,0,164,76,363,5,88,286238.80078125,3964.97588660996
1446,360810884001,281,217,64,11,29,152,9,8,8,152,0,0,64,0,0,131,21,432,7,51.1,586994.046875,3529.39257369759
1447,360810884002,227,177,50,1,14,105,5,30,22,113,0,0,63,0,1,81,32,242,2,73.8,202947.390625,2455.38871569593
1448,360810884003,404,345,59,1,7,196,6,50,85,257,0,0,88,0,0,194,63,419,2,82.7,298635.35546875,3833.09720654312
1449,360810892007,309,269,40,5,6,13,48,176,21,207,1,0,60,0,1,181,27,306,6,89.7,351784.765625,2399.37336899991
1450,360810892001,252,226,26,1,23,180,15,3,4,197,0,1,28,0,0,171,27,269,1,84.3,357254.03515625,2454.03164714198
1451,360810972032,511,115,396,34,1,18,18,23,21,0,0,0,0,115,0,0,0,585,0,19.7,1498449.14453125,6545.43714264771
1452,360810972033,556,151,405,48,3,5,9,60,26,14,0,0,30,106,0,3,11,757,0,19.9,194839.01171875,2513.19040666685
1453,360810972034,698,230,468,60,5,19,49,45,52,0,0,0,0,230,0,0,0,747,0,30.8,214864.78515625,1946.83894035043
1454,360810972041,309,65,244,27,3,5,3,16,11,0,0,0,0,65,0,0,0,418,0,15.6,72652.97265625,1140.78462288364
1455,360810972042,416,313,103,10,2,58,46,128,69,138,0,0,156,18,1,29,109,366,1,85.8,482268.45703125,3544.23775949609
1456,360810972043,307,77,230,13,0,32,6,12,14,10,24,0,9,34,0,30,4,367,0,21,114615.5,1685.87360867302
1457,360594111001,74,12,62,7,1,0,4,0,0,5,0,0,5,2,0,2,3,465,0,2.6,631507.3671875,3832.72702508725
1458,360594116002,85,52,33,7,13,5,11,12,4,49,0,0,3,0,0,12,37,293,55,21.8,10786498.6445313,29381.056132185
1459,360811010012,430,161,269,32,34,63,12,14,6,83,3,0,45,30,0,29,57,880,0,18.3,303810.91015625,2379.42497304149
1460,360810680003,31,20,11,5,13,0,0,2,0,12,0,1,7,0,0,9,4,507,3,4,356075.92578125,2619.28430895167
1461,360594110002,58,22,36,6,8,2,3,3,0,13,0,0,9,0,0,5,8,337,0,6.5,326384.93359375,2645.86969535684
1462,360594108001,28,11,17,5,2,1,0,3,0,11,0,0,0,0,0,3,8,444,1,2.5,422411.71484375,3018.69075564255
1463,360594121001,31,15,16,1,2,5,3,3,1,13,0,0,2,0,0,8,5,303,5,5,362483.66015625,3260.79280263618
1464,360594110004,148,62,86,9,13,10,6,23,1,40,0,0,22,0,0,14,26,310,0,20,467728.07421875,3774.48141621742
1465,360810690002,62,32,30,3,12,15,1,0,1,17,0,0,15,0,0,14,3,503,4,6.4,275868.3125,3061.01716497239
1466,360810690001,73,43,30,4,25,11,1,2,0,32,1,0,10,0,0,28,5,582,3,7.4,338077.05078125,2876.19750913758
1467,360810376004,31,12,19,10,2,0,0,0,0,11,0,0,1,0,0,5,6,460,2,2.6,346012.99609375,3237.36988315526
1468,360810694001,245,197,48,5,41,107,5,21,18,127,0,1,69,0,0,54,74,491,6,40.6,489051.61328125,2805.39540104311
1469,360810694002,120,61,59,8,12,34,1,5,1,48,0,0,13,0,0,35,13,605,3,10.1,432789.1875,3448.74900936887
1470,360810884006,525,432,93,1,2,85,31,170,143,293,0,0,129,8,2,103,190,537,5,81.2,592118.94921875,4516.15437758185
1471,360810892004,273,231,42,11,14,51,94,54,7,205,0,2,24,0,0,184,23,392,3,59.4,370302.4609375,2554.3070925965
1472,360810892006,184,159,25,3,5,11,66,71,3,130,0,1,28,0,0,112,19,244,5,66.5,213233.65234375,1854.36726673139
1473,360810998012,281,45,236,17,5,11,5,5,2,11,0,0,12,22,0,6,5,551,0,8.2,75544.2421875,1349.42841370675
1474,360810998013,166,36,130,15,12,5,1,1,2,12,1,0,15,8,0,4,9,436,0,8.3,217051.76953125,2509.94330499595
1475,360810998014,276,22,254,11,2,5,3,1,0,0,0,0,0,22,0,0,0,821,0,2.7,122947.9296875,1473.81122195326
1476,360810998021,683,441,242,33,3,83,70,214,38,90,1,1,307,41,1,27,65,886,7,50.2,551856.30078125,4081.41010524733
1477,360594130024,425,376,49,1,18,35,31,268,23,262,63,0,44,7,0,101,224,394,6,96.9,490767.40234375,4112.15404374534
1478,360594162024,405,330,75,1,1,20,16,205,87,162,16,0,79,73,0,17,161,354,3,94,508727.3125,3285.30911900555
1479,360594130011,69,15,54,6,4,5,0,0,0,9,1,0,2,3,0,3,7,447,2,3.4,576311.94921875,3789.66733418663
1480,360594165004,359,276,83,3,11,123,18,95,26,168,0,0,108,0,0,16,152,376,7,74.8,301748.6640625,3231.71678054272
1481,360594099002,78,14,64,13,1,0,0,0,0,12,0,0,2,0,0,2,10,734,1,1.9,955580.59765625,5446.66399890304
1482,360594098002,70,11,59,10,1,0,0,0,0,11,0,0,0,0,0,2,9,472,0,2.3,876330.35546875,4342.97497327879
1483,360594122004,261,216,45,4,8,17,42,114,31,191,0,0,25,0,0,49,142,457,0,47.3,606418.71484375,3985.91130460975
1484,360594167014,396,332,64,2,2,22,24,234,48,156,1,0,169,6,0,29,128,337,2,99.1,306249.07421875,2352.27073074126
1485,360594167022,716,358,358,15,18,151,33,85,56,74,34,0,68,181,0,43,65,847,26,43.6,213888.8203125,1949.08452164436
1486,360594166005,460,280,180,7,26,109,41,73,24,115,56,0,43,66,0,57,114,533,36,56.3,337332.6484375,2799.06250921359
1487,360594167023,829,326,503,19,15,86,50,111,45,62,109,0,41,113,0,85,86,1094,49,31.2,254162.76953125,2198.56223736262
1488,360594052002,54,10,44,9,1,0,0,0,0,10,0,0,0,0,0,2,8,615,1,1.6,487800.50390625,4351.02270543762
1489,360594051007,57,12,45,8,3,0,0,0,1,10,0,0,2,0,0,5,5,318,1,3.8,432643.24609375,3124.806487415
1490,360594051006,60,16,44,8,8,0,0,0,0,15,0,0,1,0,0,7,8,286,0,5.6,471313.90625,3153.523075106
1491,360594113013,204,161,43,3,22,13,42,63,18,157,0,0,3,0,0,45,112,408,5,40,716318.20703125,4025.67813811526
1492,360594162012,688,520,168,8,12,39,63,311,87,345,18,0,144,11,1,114,249,483,3,100,1973572.60546875,14254.9244597064
1493,360594109001,112,50,62,5,26,11,2,4,2,46,0,0,2,2,0,19,27,702,0,7.1,1437080.12890625,6976.6104873905
1494,360594116005,61,33,28,1,9,5,4,13,1,32,0,0,1,0,0,16,16,325,5,10.3,793540.4296875,4945.03453234195
1495,360594112004,61,15,46,4,9,1,1,0,0,11,0,0,3,1,0,7,4,454,3,3.3,440810.40234375,2854.04184436643
1496,360594132003,759,587,172,8,21,74,181,243,60,435,102,0,42,8,0,311,226,1080,21,55.4,1565550.37890625,6454.21257082292
1497,360594132005,122,13,109,11,1,0,0,1,0,11,1,0,0,1,0,3,9,557,2,2.3,1016029.86328125,4589.61249205492
1498,360594049015,48,16,32,8,8,0,0,0,0,14,0,0,2,0,0,7,7,264,1,6.1,506904.109375,3162.1264842288
1499,360594062024,42,13,29,9,3,1,0,0,0,11,0,0,2,0,0,2,9,337,0,3.9,496324.65234375,2977.95993160739
1500,360594163003,300,176,124,16,44,48,30,19,19,118,26,0,19,12,0,35,109,774,132,27.4,1737486.2109375,7953.77651790418
1501,360594168012,482,439,43,8,3,57,38,291,42,346,2,0,87,4,0,48,300,431,6,100,439477.52734375,2779.45218626049
1502,360594164011,740,584,156,4,3,137,61,259,120,276,14,0,236,58,0,60,230,656,58,97.7,323482.7890625,2648.77235644085
1503,360594164012,989,780,209,8,6,402,29,151,184,346,4,0,394,36,0,58,292,832,44,99,394792.27734375,2852.20361624759
1504,360594164013,715,539,176,4,4,111,77,276,67,286,0,0,217,36,0,57,229,652,66,92,323695.82421875,2657.89224252198
1505,360594164021,671,528,143,1,8,88,77,290,64,318,8,0,176,26,0,52,274,613,71,97.4,330527.88671875,2598.43240530408
1506,360594164022,880,661,219,9,18,255,102,227,50,392,25,1,191,51,1,82,336,835,48,84,724212.55859375,3714.68562925527
1507,360594168011,437,410,27,1,0,33,29,264,83,355,1,0,48,6,0,28,328,413,8,100,517497.6640625,4310.80193650365
1508,360594168021,1247,466,781,27,8,161,40,125,105,28,255,0,5,178,0,202,81,1642,125,30.7,354496.453125,2864.45866105248
1509,360810954001,879,695,184,12,7,145,35,334,162,296,3,0,388,6,0,104,195,775,0,89.7,478132.203125,2954.95754761304
1510,360810998022,548,73,475,26,6,17,4,10,10,1,0,0,0,72,0,0,1,925,1,7.9,161964.08203125,1627.63539922217
1511,360810954002,517,378,139,9,2,123,43,105,96,150,2,0,212,14,0,30,122,449,0,84.2,244920.81640625,2447.52878111958
1512,360810992002,348,273,75,2,3,27,48,160,33,186,0,0,82,4,1,12,174,330,2,83.2,733250.28125,4409.42679050713
1513,360811010014,323,59,264,36,10,2,4,6,1,5,0,0,14,40,0,3,2,690,1,8.6,209982.41796875,2667.94404616553
1514,360594113022,61,36,25,4,9,0,11,11,1,35,0,0,1,0,0,13,22,335,0,10.7,533446.75390625,3285.10330381992
1515,360594116001,89,62,27,5,10,19,4,16,8,59,0,0,3,0,0,27,32,372,12,17.2,1434489.18359375,7064.66271540998
1516,360594122002,469,390,79,0,27,235,24,80,24,320,2,0,65,3,0,81,241,505,1,77.4,583850.76953125,4459.00512582347
1517,360810664008,185,142,43,2,76,44,4,15,1,75,0,0,67,0,0,53,22,415,2,34.4,169415.54296875,1650.16097566478
1518,360810580003,45,11,34,7,4,0,0,0,0,10,0,0,1,0,0,3,7,325,1,3.4,207126.8515625,1957.88896410179
1519,360594132002,464,388,76,1,17,54,87,200,29,374,0,0,14,0,0,176,198,413,0,93.9,1105237.3125,6460.71381717614
1520,360810942031,438,328,110,9,3,132,20,93,71,90,25,0,186,27,0,87,28,451,11,74.5,414181.20703125,4347.95682818508
1521,360594122001,380,310,70,2,5,159,54,65,25,145,3,0,118,44,0,39,109,433,1,71.8,399103.05078125,2980.12544182959
1522,360594116004,119,37,82,3,10,12,4,8,0,36,0,0,0,1,0,10,26,880,23,4.3,1187618.57421875,5140.68276822061
1523,360811072011,1065,945,120,1,0,73,48,526,297,710,0,2,228,2,3,161,551,1005,32,97.1,2012129.43359375,17590.1423081783
1524,360810440003,62,10,52,7,3,0,0,0,0,8,0,0,2,0,0,2,6,642,1,1.6,270976.82421875,2394.09010773932
1525,360810664006,128,90,38,1,50,33,1,4,1,61,0,0,29,0,0,57,4,449,2,20.1,216376.95703125,2495.90772204492
1526,360810664007,158,106,52,5,36,45,5,13,2,68,1,0,35,2,0,58,11,543,2,19.6,239680.04296875,2983.30874629258
1527,360810664003,23,10,13,8,1,0,0,1,0,7,0,0,3,0,0,2,5,367,4,2.8,216844.28515625,2269.78574052223
1528,360810664002,96,67,29,5,43,14,3,1,1,53,0,0,14,0,0,46,7,462,1,14.5,2461035.53125,10975.4709097681
1529,360810088001,56,12,44,9,3,0,0,0,0,9,1,0,1,1,0,2,8,595,2,2,501152.8515625,4349.72791129888
1530,360594130013,346,260,86,4,41,67,46,89,13,127,1,0,21,111,0,79,49,589,4,44.4,931689.3125,4911.91510175503
1531,360594132004,125,91,34,3,19,26,18,23,2,86,0,0,4,1,0,62,24,276,2,33.2,447036.02734375,2971.80052371343
1532,360594162013,486,426,60,5,3,30,74,240,74,214,118,0,70,24,0,102,230,406,11,100,785474.35546875,5958.6009303135
1533,360594132001,270,250,20,1,2,43,49,133,22,226,0,0,23,1,0,85,141,250,0,100,370167.546875,3747.79195298479
1534,360594165003,654,407,247,6,19,184,50,121,27,129,36,0,169,72,0,45,120,703,5,58.3,301555.67578125,2224.20692563581
1535,360594167012,375,306,69,2,11,59,62,154,18,160,15,0,110,21,0,41,134,361,8,86.7,284397.57421875,2167.80802034534
1536,360594168022,777,539,238,27,79,107,146,167,13,316,32,0,149,41,0,67,281,894,15,61.3,563145.7578125,3175.11708884458
1537,360594113024,454,422,32,6,15,46,48,193,114,407,0,0,15,0,0,117,290,528,3,80.4,1080466.6484375,4634.71311572639
1538,360811010022,453,121,332,21,2,33,14,27,24,34,0,0,30,50,7,3,31,1098,3,11.1,239917.59765625,2100.75603529311
1539,360811032012,475,281,194,32,5,106,22,79,37,89,0,0,121,71,0,30,59,567,1,49.6,197499.98828125,2066.28575827674
1540,360810582001,33,10,23,8,1,0,1,0,0,7,0,0,3,0,0,5,2,387,3,2.6,294173.140625,2658.45145309726
1541,360810934011,553,464,89,8,0,274,65,93,24,319,2,0,138,5,0,131,190,550,3,84.8,392849.59375,2498.77483369894
1542,360810934012,505,302,203,9,16,174,19,37,47,132,26,0,108,36,0,86,72,509,16,61.3,213117.11328125,2016.22896663888
1543,360810934021,625,312,313,10,5,140,22,79,56,55,52,0,89,114,2,65,42,744,34,43.9,177168.46875,1723.12816657697
1544,360810934022,404,217,187,8,7,115,27,37,23,60,44,0,48,64,0,71,33,551,35,42.1,134313.19140625,1464.04564780601
1545,360810934023,627,455,172,10,4,340,29,43,29,238,7,1,171,36,2,98,148,698,15,66.6,338476.09765625,2758.99796569855
1546,360810938002,614,204,410,19,1,23,6,57,98,18,80,0,8,98,0,90,8,1041,7,19.7,304088.6328125,3005.74322443108
1547,360810938003,897,545,352,48,31,251,40,91,84,91,12,0,371,68,3,60,43,865,121,73.3,957264.23828125,5362.89379607179
1548,360594109004,138,102,36,11,24,10,35,15,7,97,0,0,5,0,0,33,64,465,5,22.2,850841.55859375,4970.0616621404
1549,360594117002,49,14,35,7,6,1,0,0,0,12,0,0,2,0,0,3,9,638,17,2.3,1020478.9296875,5508.79320401322
1550,360810656003,198,133,65,7,59,54,3,8,2,89,1,0,43,0,0,57,33,789,1,16.9,472237.8984375,3732.09933437625
1551,360594113023,95,75,20,8,11,9,13,31,3,74,0,0,1,0,0,21,53,328,2,23,537966.71875,3015.21525477411
1552,360810840003,19,10,9,9,1,0,0,0,0,10,0,0,0,0,0,2,8,343,0,2.9,148954.47265625,1613.95615960175
1553,360594114005,35,23,12,5,5,2,3,7,1,20,0,0,3,0,0,7,13,373,0,6.2,610686.1875,4151.1806320069
1554,360810942011,1378,822,556,23,17,214,74,299,195,229,21,1,322,242,7,171,80,1337,22,62.5,617457.21875,3467.41366671936
1555,360810942021,1224,546,678,75,12,42,52,280,85,119,84,0,106,237,0,53,150,1197,5,45.8,771734.140625,5231.64793322255
1556,360810942032,661,227,434,37,9,16,11,109,45,0,125,0,1,101,0,113,12,684,1,33.2,141262.65234375,1541.71745944366
1557,360594133006,184,130,54,6,27,16,33,37,11,116,0,0,13,1,0,67,49,378,0,34.4,795675.14453125,3902.62651743766
1558,360594108002,79,49,30,5,9,6,1,12,16,46,0,0,2,1,0,15,31,475,1,10.3,633640.6484375,7461.73318223711
1559,360594165005,442,367,75,3,2,189,38,116,19,231,0,0,131,5,0,37,194,431,10,87.2,353138.0859375,2448.29960298838
1560,360594165001,484,355,129,7,14,169,28,115,22,113,9,0,143,90,0,16,106,337,1,100,327559.42578125,3033.58696990681
1561,360810664005,118,89,29,3,42,31,4,6,3,60,0,0,29,0,0,50,10,451,2,19.8,236720.11328125,2694.61608213036
1562,360810884007,210,187,23,0,3,78,38,52,16,138,0,1,48,0,0,81,58,216,0,86.6,159270.10546875,2004.55943111199
1563,360810934013,470,376,94,11,5,208,33,62,57,203,21,0,135,17,0,121,103,515,14,75,298699.24609375,2249.01310836038
1564,360810528001,42,12,30,9,2,0,0,1,0,10,0,0,2,0,0,7,3,479,1,2.5,312457.5234375,2806.43711174166
1565,360594121003,180,89,91,2,13,32,10,23,9,18,14,0,24,33,0,27,5,609,2,14.7,575852.1875,3446.25824407142
1566,360594166004,478,252,226,13,24,72,23,66,54,57,103,0,30,62,0,85,75,618,57,44.9,305910.05078125,2798.95472960773
1567,360810522001,48,17,31,15,2,0,0,0,0,15,0,0,2,0,0,1,14,487,2,3.5,295859.0546875,2515.36832586324
1568,360810892002,255,215,40,10,22,113,31,19,20,189,0,0,26,0,0,166,23,405,5,53.8,2290111.265625,10568.845516878
1569,360810892008,253,218,35,7,2,24,63,109,13,173,0,0,45,0,0,153,20,250,3,88.3,271963.39453125,2723.42534135517
1570,360810892005,460,415,45,3,11,36,60,281,24,341,0,0,74,0,0,301,40,437,5,96.1,503286.77734375,2874.94561043407
1571,360810892003,461,404,57,0,32,242,74,44,12,325,1,1,74,1,1,290,37,428,1,94.6,629836.55078125,4275.46917170268
1572,360594137004,162,141,21,1,4,8,12,87,29,86,0,0,8,47,0,30,56,449,1,31.5,664485.046875,3705.7309503269
1573,360594145023,263,210,53,3,1,16,31,91,68,109,53,0,31,16,0,55,107,318,5,67.1,403948.62109375,4222.94562816537
1574,360594152024,462,372,90,32,51,29,123,105,32,363,2,0,7,0,0,122,243,699,10,54,1193508.91015625,14346.3086892817
1575,360595219022,95,57,38,3,5,7,7,31,4,51,0,0,6,0,0,11,40,403,4,14.3,845862.50390625,4238.13361629155
1576,360595219024,307,286,21,2,21,18,48,156,41,267,0,0,19,0,0,65,202,356,4,81.3,908085.125,5788.15495688046
1577,360595219023,259,222,37,2,3,15,41,116,45,210,0,0,12,0,0,51,159,381,0,58.3,1417035.4140625,6261.09892951411
1578,360595220002,190,129,61,12,12,19,42,37,7,92,0,0,37,0,0,25,67,361,0,35.7,682404.7734375,3480.53030193325
1579,360594154014,185,160,25,0,13,29,36,60,22,124,16,0,16,3,0,35,105,389,1,41.2,890647.88671875,4542.06406556617
1580,360594154023,231,203,28,4,50,79,23,41,6,181,0,0,20,2,0,89,92,336,2,60.8,575696.01953125,3855.96574974511
1581,360594157004,342,300,42,2,39,47,42,153,17,274,0,0,26,0,0,70,204,545,2,55.2,720418.01171875,3928.36095673331
1582,360594133001,78,53,25,3,6,6,12,22,4,50,0,0,3,0,0,23,27,298,3,18,443720.51953125,3522.36840341689
1583,360594137005,104,82,22,2,19,23,6,27,5,68,0,0,13,1,0,29,39,449,1,18.3,829277.703125,4564.63878511949
1584,360594138041,235,174,61,12,35,28,35,53,11,167,0,0,7,0,0,104,63,417,1,41.8,586668.2578125,4384.79548904207
1585,360594138042,493,457,36,2,22,49,62,230,92,399,3,0,48,7,0,105,297,503,2,91.2,861338.02734375,8367.17452995923
1586,361031471003,74,59,15,1,9,19,7,18,5,59,0,0,0,0,0,21,38,440,6,13.6,2010437.2890625,11293.0904435492
1587,361031244023,136,102,34,3,2,21,13,42,21,41,0,53,4,0,4,20,74,378,182,52,24573982.140625,100640.571064774
1588,361031242005,508,443,65,4,1,16,59,299,64,323,6,0,103,11,0,53,276,432,6,100,784056.2109375,4556.89894831701
1589,361031236002,102,66,36,4,15,24,6,16,1,56,0,0,10,0,0,23,33,367,2,18.1,1127464.6015625,4679.91185654379
1590,361031236001,410,352,58,1,11,43,60,212,25,320,0,1,31,0,0,81,240,721,14,49.8,1914212.359375,7219.27105206121
1591,361031237024,54,24,30,2,2,5,0,13,2,15,0,0,8,1,0,5,10,645,1,3.7,995230.6796875,4560.10903159445
1592,360595214002,196,177,19,2,15,28,49,68,15,170,0,0,7,0,0,68,102,290,5,62.1,746830.64453125,4763.26101393808
1593,360595214004,143,110,33,5,20,18,26,34,7,107,0,0,3,0,0,68,39,370,1,29.8,872575.203125,4447.20907259986
1594,360594074015,45,10,35,8,2,0,0,0,0,8,0,0,2,0,0,1,7,299,3,3.4,427403.1171875,2625.56476374978
1595,360594134002,559,515,44,3,29,75,78,233,97,489,0,0,26,0,0,134,355,568,6,91.6,2167534.49609375,8241.39932517978
1596,360594079001,56,16,40,12,3,0,1,0,0,16,0,0,0,0,0,4,12,463,2,3.5,799118.25390625,3935.39736787275
1597,360594071012,26,10,16,6,2,2,0,0,0,4,0,0,6,0,0,2,2,256,0,3.9,445074.68359375,2857.19626505436
1598,360594137001,50,34,16,3,6,10,2,9,4,28,0,0,6,0,0,11,17,275,2,12.5,553728.0078125,3708.33614929514
1599,360594074021,49,10,39,9,1,0,0,0,0,10,0,0,0,0,0,0,10,534,0,1.9,2198978.3125,7187.21183167327
1600,360594071021,64,14,50,11,2,0,0,1,0,14,0,0,0,0,0,3,11,343,0,4.1,403153.5390625,3680.66910811369
1601,360594151021,296,269,27,2,38,42,49,83,55,257,0,0,12,0,0,76,181,353,1,76.4,961960.30078125,5270.30509271689
1602,360594152021,183,156,27,3,34,66,13,29,11,142,1,0,13,0,0,57,86,261,1,60,442257.08984375,3137.45387036963
1603,360594133002,175,138,37,8,14,11,16,72,17,122,0,0,16,0,0,44,78,426,2,32.5,710445.03515625,5998.06305008194
1604,360594134001,293,259,34,2,14,40,37,116,50,247,0,0,12,0,0,72,175,344,1,75.5,588171.07421875,3549.10574219372
1605,361031244022,378,338,40,0,12,24,67,212,23,271,4,0,60,3,0,80,195,423,3,80.5,1002590.30859375,5754.81720603144
1606,360594152022,190,169,21,1,15,10,35,92,16,157,0,0,11,0,0,41,116,282,2,60.4,555309.8515625,5988.83897421892
1607,360594145011,675,609,66,7,1,38,60,341,162,467,25,0,112,5,0,56,436,675,7,91.2,887763.87890625,8759.36585852921
1608,360594169002,469,397,72,11,26,27,140,174,19,365,0,0,31,1,0,53,312,780,101,58.5,1339985.36328125,6779.23848457969
1609,360595220004,256,223,33,6,7,24,32,119,35,178,0,1,44,0,0,39,140,595,1,37.5,1342683.23046875,8604.82780775982
